,datetime,updated,headline,summary,symbols,sensation
91,2016-01-11 15:38:51,2016-01-11 15:38:52,S&P 500 Index Futures Clinging To Gains,,"['AAPL', 'INDU', 'SPY', 'XOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
92,2016-01-11 15:58:09,2016-01-11 15:58:10,"Oppenheimer Lowers Apple FY 2016 EPS From $10.23 To $9.40, Cuts FY 2017 EPS From $11.46 To $10.48",,['AAPL']," -0.56 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.56."
93,2016-01-11 18:01:12,2016-01-11 18:01:12,Credit Cards And Apple: Where Are Customers Using Apple Pay?,,"['AAPL', 'M', 'MCD', 'WAG']"," 0.12 

In the given examples, the sentiment strength for Morrisons is 0.43, which indicates a slightly positive sentiment. The sentiment strength for IMI is -0.344, which indicates a slightly negative sentiment. The sentiment strength for AAPL is 0.12, which indicates a neutral to slightly positive sentiment."
94,2016-01-10 19:46:59,2016-01-11 20:16:24,These Three Trading Themes Dominated 2015: What's Big In 2016?,,"['AAPL', 'AMZN', 'BABA', 'FB', 'GOOG', 'NFLX']"," 0.07 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows IMI posting a drop in first-quarter organic revenue and warning on full-year performance, indicating a negative sentiment. In the third example, AAPL is mentioned in relation to trading themes, but there's no clear positive or negative sentiment associated with it."
95,2016-01-12 10:09:17,2016-01-12 10:09:17,"Workers Strike Apple Subcontractor Factory in Batam, Indonesia -Jakarta Post",,['AAPL']," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
96,2016-01-12 11:28:40,2016-01-12 11:28:41,"Bank of America Upgrades Apple to Buy, Says Recent Worries Now Discounted",,['AAPL']," 0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.567."
97,2016-01-12 11:35:10,2016-01-12 11:35:10,"UPDATE: Merrill Lynch Says Apple China Opportunity Remains Intact, Counters Concern Over 'peak iPhone'",,['AAPL']," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.27."
98,2016-01-12 12:17:27,2016-01-12 12:17:27,"Morgan Stanley Strategist Adam Parker Downgrades Technology Sector From Marketweight To Underweight, Reduces Exposure To AAPL From 4% to 2%, Removes LNKD & PANW Positions, Adds To GOOGL Position",,"['AAPL', 'GOOGL', 'LNKD', 'PANW']"," -0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the context of the sentence is -0.17."
99,2016-01-12 12:28:39,2016-01-12 12:28:39,Moving To Momentum With ETFs,,"['AAPL', 'AMZN', 'FB', 'GILD', 'GOOGL', 'MTUM', 'PCLN', 'PDP']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
100,2016-01-12 12:38:57,2016-01-12 12:38:57,"Bank Of America Upgrades Apple To Buy, Sets $130 Price Target",,['AAPL'], 0.678
101,2016-01-12 13:18:23,2016-01-12 13:18:23,Is Apple News Helping Apple?,,"['AAPL', 'FB']"," 0.12 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect."
102,2016-01-12 13:49:17,2016-01-12 13:49:17,Benzinga's Top Upgrades,,"['AAPL', 'CA', 'CIEN', 'INTC', 'KMX', 'NEM', 'SF', 'SHPG', 'STI', 'WFC']"," 0.567 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect."
103,2016-01-12 13:52:44,2016-01-12 13:55:20,Gene Munster Cuts iPhone Estimates,,['AAPL']," -0.25 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence would be -0.25."
104,2016-01-12 14:17:29,2016-01-12 14:17:29,Elon Musk Says It's An 'Open Secret' That Apple Is Building An Electric Car,,"['AAPL', 'TSLA']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
105,2016-01-12 14:20:44,2016-01-12 14:20:44,"Tech Sector Downgraded At Morgan Stanley, Firm Cuts Apple Exposure In Half",,"['AAPL', 'GOOGL', 'LNKD', 'PANW']"," -0.567

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this aspect in the context of the sentence is -0.567."
106,2016-01-12 14:31:34,2016-01-12 14:31:35,VirnetX Reports Court Has Issued New Order in Co.'s Suit Against Apple,,"['AAPL', 'VHC']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
107,2016-01-12 14:32:23,2016-01-12 14:32:23,"UPDATE: VirnetX Says Court Issue Comprehensive Order with Rulings on All Pending Daubert, Dispositive Motions",,"['AAPL', 'VHC']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
108,2016-01-12 14:40:46,2016-01-12 14:40:46,Court Issues New Order in VirnetX - Apple Lawsuit,,"['AAPL', 'VHC']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
109,2016-01-12 15:18:00,2016-01-12 15:18:01,"Autoblog At NAIAS: Apple CarPlay Wins Tech Of The Year, Tesla Wins Car Of The Year",,"['AAPL', 'TSLA']"," 0.567 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. For example, in the first sentence, Morrisons has a positive sales growth, so the sentiment strength is 0.43. In the second sentence, IMI has a drop in revenue, which is negative, so the sentiment strength is -0.344. In the third sentence, Apple CarPlay wins Tech of the Year and Tesla wins Car of the Year, both are positive events related to AAPL, so the sentiment strength is 0.567."
110,2016-01-12 15:56:14,2016-01-12 15:57:14,Apple Is Under-Owned In Hedge Fund Land,,"['AAPL', 'ADBE', 'AMZN', 'CRM', 'EBAY', 'FB', 'GOOG', 'GOOGL', 'HPQ', 'MSFT']"," 0.12 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context of the sentence and the aspect being analyzed."
111,2016-01-12 16:09:06,2016-01-12 16:09:46,Will Apple's Capital Return Program Keep Expanding?,,"['AAPL', 'MSFT']"," 0.12 

In these examples, the sentiment strength is calculated based on the aspect (Morrisons, IMI, and AAPL) and the context of the sentence. The values range from -1 to 1, with -1 being very negative, 0 being neutral, and 1 being very positive."
112,2016-01-12 16:15:20,2016-01-12 16:15:21,AU Optronics Declines Comment on Rumor of Apple Investment -Focus Taiwan,,"['AAPL', 'AUO']"," 0.12 

In the given sentence, the aspect is ""AU Optronics"" and the sentiment strength is 0.12."
113,2016-01-12 16:27:49,2016-01-12 16:38:18,Apple Watch Version 2.0 Expected To Boost Earnings By $0.47 Per Share Come 2017,,['AAPL']," 0.69 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.69."
114,2016-01-12 21:30:39,2016-01-12 21:31:07,A Technical Look At Technology ETFs,,"['AAPL', 'GOOGL', 'MSFT', 'QQQ', 'XLK']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance, indicating a negative sentiment towards the company. In the third example, the aspect is AAPL (Apple Inc.), but the sentence does not provide any information about the company's performance or sentiment, so the sentiment strength is neutral at 0.12."
115,2016-01-13 09:31:28,2016-01-13 09:31:28,"Apple, AT&T Eyeing Time Warner Assets -NY Post",,"['AAPL', 'FOXA', 'T', 'TWX']"," 0.12 

In the given examples, the sentiment strength values are calculated based on the context and aspect provided in each sentence. The values can be positive, negative, or neutral depending on the context and aspect."
116,2016-01-13 09:38:12,2016-01-13 09:38:12,IDC Reports Worldwide PC Shipments Decline 10.6% On-Year -DigiTimes,,"['AAPL', 'HPQ', 'INTC', 'MSFT']"," -0.25 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment towards the company. The sentiment strength of 0.43 suggests that this is a moderately positive statement about Morrisons.

In the second example, IMI has reported a drop in its first-quarter organic revenue and warned about its full-year performance. This indicates a negative sentiment towards the company. The sentiment strength of -0.344 suggests that this is a moderately negative statement about IMI.

In the third example, IDC reports a decline in worldwide PC shipments, which could indirectly affect Apple's sales. However, the aspect mentioned is AAPL, and there is no direct information about AAPL's performance or sentiment. Therefore, the sentiment strength of -0.25 suggests that this statement has a slightly negative sentiment towards AAPL."
117,2016-01-13 11:02:14,2016-01-13 11:02:14,"Credit Suisse Remains Positive On Apple, Sees High Retention Rate Couple With High Installed Base Growth And Low-End iPhone Optionality Driving Long-Term Outperformance",,['AAPL']," 0.78 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.78."
118,2016-01-13 11:11:23,2016-01-13 11:11:23,"FBR & Co's Danial Ives Positive On Apple Into 'nerve-wracking' March Guidance, Sees Bearish Sentiment As Overreached",,['AAPL']," 0.678 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.678."
119,2016-01-13 11:37:50,2016-01-13 11:37:50,"JP Morgan Believes Majority Of PC Shipment Data Is Now Priced In, Cautious Of Negative Trajectory Of Demand",,"['AAPL', 'HPQ', 'STX', 'WDC']", -0.125
120,2016-01-13 11:40:41,2016-01-13 11:40:41,"JP Morgan Sees Signs Non-Apple Semiconductor Demand Recovering, Believes Ongoing Semi Inventory Digestion Cycle Is Complete, Sees Restocking And Rush Orders Stengthening",,['AAPL'], -0.123
121,2016-01-13 13:57:52,2016-01-13 13:57:52,"FBR's Daniel Ives Defends Apple, Says 'Buckle The Seat Belts",,['AAPL']," 0.278 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. For example, in the first sentence, Morrisons is experiencing sales growth, which is generally considered a positive event. In the second sentence, IMI is reporting a drop in revenue, which is negative. In the third sentence, Daniel Ives is defending Apple, which can be seen as a positive statement. The sentiment strength values provided are subjective and may vary depending on individual interpretation."
122,2016-01-13 14:03:19,2016-01-13 14:11:33,JPMorgan Believes Poor Supply Chain Data Already 'Baked Into' Stock,,"['AAPL', 'DELL', 'HPQ', 'LNVGY', 'STX', 'WDC']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.12."
123,2016-01-13 14:30:50,2016-01-13 14:30:51,"Susquehanna Upgrades Qualcomm, Sees 30% Snapback Coming",,"['AAPL', 'QCOM']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
124,2016-01-13 14:52:39,2016-01-13 14:52:39,Report: Apple Keeping 'Close Eye' On Time Warner Amid M&A Rumors,,"['AAPL', 'T', 'TWX']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
125,2016-01-13 15:52:43,2016-01-13 15:52:45,6 Investing Ideas For 2016 Via Motifs,,"['AAPL', 'GOOGL']"," 0.17 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, which suggests a negative sentiment. In the third example, AAPL is mentioned as one of six investing ideas for 2016, indicating a neutral to slightly positive sentiment."
126,2016-01-13 16:20:44,2016-01-13 16:20:44,Elmer-DeWitt: Apple Should Buy Time Warner,,"['AAPL', 'TWX']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
127,2016-01-13 19:56:43,2016-01-13 19:59:24,"Auto Industry In Largest Credit Bubble Ever, Morgan Stanley's Jonas Warns",,"['AAPL', 'DLPH', 'F', 'FCAU', 'GM', 'GOOG', 'GOOGL', 'HMC', 'NSANY', 'TSLA']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
128,2016-01-13 20:00:00,2016-01-13 20:00:00,"Tech Stocks Under-performing Other Major Indices, Nasdaq Index Plunges 2.50%",,"['AAPL', 'AMZN', 'DIA', 'FB', 'GOOG', 'MFLX', 'MSFT', 'NFLX', 'QQQ', 'SPY', 'WIFI']"," -0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the context of the sentence is -0.17."
129,2016-01-13 22:24:14,2016-01-13 22:24:14,"UPDATE: Global Equities' Chowdhry Believes Apple Could Be Next In Line Following GoPro, FitBit If CEO and CFO Are Not Replaced 'Immediately,' Says Retail Exec at Apple 'Not Needed'",,"['AAPL', 'FIT', 'GPRO']", -0.123
130,2016-01-14 00:38:57,2016-01-14 00:38:58,"Benzinga's M&A Chatter for Wednesday January 13, 2016",,"['AAPL', 'CHKP', 'CYBR', 'FOXA', 'SGNT', 'T', 'TWX']"," 0.078 

In the first example, Morrisons is experiencing sales growth, which indicates a positive sentiment. In the second example, IMI is reporting a drop in revenue and warning about the full year, which suggests a negative sentiment. In the third example, there is no clear aspect to determine sentiment strength as it's just mentioning a news source and date without any specific information related to AAPL."
131,2016-01-14 08:54:23,2016-01-14 08:54:23,"Morgan Stanley Believes Declining Estimates For Apple Are Bottoming, Says Checks Show Better Than Normal Seasonality In June",,['AAPL']," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.27."
132,2016-01-14 09:35:39,2016-01-14 09:35:39,Samsung to Invest $7.4B in Equipment for OLED Displays for Apple iPhone - ET News via DigiTimes,,"['AAPL', 'SSNLF']"," 0.21 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength of this statement is 0.21, which indicates a slightly positive sentiment towards Apple Inc."
133,2016-01-14 11:55:35,2016-01-14 12:02:46,"Chowdhry: GoPro Is 'Declining Asset Business,' No One Would Touch In M&A",,"['AAPL', 'BOX', 'FIT', 'GPRO', 'GRPN', 'ZNGA', 'gprn']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
